,id,created_at,text,favorite_count,retweet_count,reply_count,hashtags
1521,8.83E+17,05/07/17 11:04,@krismassey @krismassey@krismassey We are targeting this area - Suspected dealer arrested 11am Class A + Spice Shudehill. Update to follow',3,0,51,[]
1522,8.83E+17,05/07/17 08:56,"@vincelee888 We're sorry to hear that. We push engagement and support alongside any necessary enforcement work with those on the streets""",2,0,48,[]
1523,8.83E+17,05/07/17 08:52,@krismassey Where is this please',0,0,55,[]
1524,8.83E+17,05/07/17 08:46,"@stuuee Now there's a proper 'Number one super guy!'""",9,0,44,[]
1525,8.83E+17,05/07/17 08:42,"Drunk man causing further problems at a city centre gym - told staff he is a ""7 times martial art champion"", but not sure if this true...'",119,41,50,[]
1526,8.82E+17,04/07/17 17:01,"RT @ManchesterASBAT: Christopher Houghton, 33 yrs, an antisocial and violent shoplifter, has been jailed for 12 weeks today for breaching h\xe2\x80\xa6'",0,7,48,[]
1527,8.82E+17,04/07/17 16:09,RT @gmptraffic: Another foreign vehicle seized by our #TrafficPCSO in @GMPCityCentre. Driver lives &amp; works here but never registered it. #O\xe2\x80\xa6',0,15,35,"[{'text': 'TrafficPCSO', 'indices': [54, 66]}]"
1528,8.82E+17,04/07/17 15:22,@jacquicotter @ManCityCouncil Begging is crime but we prioritize those who are persistent and anti-social. Arrest w\xe2\x80\xa6 https://t.co/zpV5wUv88j',2,0,44,[]
1529,8.82E+17,04/07/17 15:09,Anti-social begging arrest 5. Man recently released from HMP but will not engage with support services. Says fed up with begging enforcement',12,5,38,[]
1530,8.82E+17,04/07/17 15:07,"Anti-social begging arrest 4. London man came here to stay with son. No job so begs to 'earn a wage. Signposted for support""",9,2,59,[]
1531,8.82E+17,04/07/17 15:03,Anti-social begging arrest 3. 18 yr old left supported accommodation to sleep rough + beg for drugs money. Partners working hard to support',7,5,38,[]
1532,8.82E+17,04/07/17 15:02,Anti-social begging arrests 1 &amp; 2. Partners with drug &amp; alcohol issues. Have flat but say begging as gas+lecky cut off. \xc2\xa3 support discussed',7,2,48,[]
1533,8.82E+17,04/07/17 14:59,"Vulnerability patrol today with @ManCityCouncil rough sleeper team saw 5 anti-social beggars arrested; their 'stories' to follow...""",10,4,40,[]
1534,8.82E+17,04/07/17 14:56,"RT @KTweetUK: Thank you for having us @gmpolice @GMPCityCentre - thanks for helping get the @starsofhopeusa to our victims' families \xe2\x9d\xa4 http\xe2\x80\xa6""",0,4,50,[]
1535,8.82E+17,04/07/17 11:49,"When hotel so nice, guests don't want to leave? Hotel complaining guest should have left 2 hrs ago, but drunk &amp; fast asleep naked on the bed""",88,17,45,[]
1536,8.82E+17,04/07/17 11:44,@Dontdo1Hitesh Official rules on this government link: https://t.co/DLMJtsIzBC',0,0,73,[]
1537,8.82E+17,04/07/17 11:40,"@FrankK_BGH Suggest ring 101 as it's happening and discuss with local police neighbourhood team if general issue: https://t.co/dmYylXuXi9""",1,0,46,[]
1538,8.82E+17,04/07/17 10:13,"Beauty was not enough, to prevent seizure of Alfa Romeo from Polish male 5pm Bridgewater St who has never obtained UK paperwork'",24,6,57,[]
1539,8.82E+17,04/07/17 09:06,Stop on Opel Astra proved fruitful 7pm Little Peter St. Foreign owner been here ages but never got UK paperwork. Seized + will be prosecuted',32,3,53,[]
1540,8.82E+17,04/07/17 08:15,"8am call to man asleep in coffee shop with bottle of wine, found to be wanted. Arrested and off to custody'",32,4,56,[]
1541,8.82E+17,04/07/17 07:41,"@NRManc @gmpolice @NRManc Insp S - sorry about that; it's why I didn't tag you into my Tweet this morning with pic!""",0,0,60,[]
1542,8.82E+17,04/07/17 07:35,@NRManc @gmpolice @NRManc Insp S - they were all given anti-social riding warnings. Can be seized if repeated. Than\xe2\x80\xa6 https://t.co/QKpadTNrgi',1,0,45,[]
1543,8.82E+17,04/07/17 07:16,"@madjo13 You've obviously had one too...you've lost a whole day!""",9,0,38,[]
1544,8.82E+17,04/07/17 07:03,Riders of 3 quad bikes given anti-social warnings 8pm Whitworth St. Can be seized if do it again within 12 months.\xe2\x80\xa6 https://t.co/S00wJofcvA',50,6,56,[]
1545,8.82E+17,04/07/17 06:59,"@Adenoughofit Insp S - as someone who likes to do a bit of 'contemporary dancing' as well as 'dad dancing', I'm in\xe2\x80\xa6 https://t.co/MRN7socvM4""",5,0,40,[]
1546,8.82E+17,04/07/17 06:52,"999 at 7.20am. Drunk man asleep in gym toilet. Now awake &amp; 'performing' in the main gym area; not exercising but just being 'drunk &amp; stupid'""",115,40,63,[]
1547,8.82E+17,04/07/17 05:43,"@NRManc @gmpolice @DeusVulttt Insp S - anti-social driving/riding is a concern for our community, so we're happy to\xe2\x80\xa6 https://t.co/4bxsF2f0b2""",0,0,39,[]
1548,8.82E+17,03/07/17 20:30,@FeedMcr We use Twitter interface and often easier to email - Phil.spurgeon@gmp.police.uk',0,0,24,[]
1549,8.82E+17,03/07/17 20:29,@NRManc @gmpolice Thanks. Will check result in morning when back in and update. Can we use pic if credit you?',4,0,39,[]
1550,8.82E+17,03/07/17 13:17,"@justmeandonlyuk Insp S - first time I have seen your question? It's no mystery - most, if not all of them.""",2,0,44,[]
1551,8.82E+17,02/07/17 22:50,"@justmeandonlyuk We do our best, however educating and advising people is all part of the process, hence the teeet.'",1,0,68,[]
1552,8.82E+17,02/07/17 17:40,"We've had lots of reports of mobile phones being snatched from pockets &amp; bags on Market St. Please keep your belongings safe and hidden.""",69,119,58,[]
1553,8.82E+17,02/07/17 16:40,"Just for clarification, D&amp;D = Drunk and Disorderly.'",22,3,65,[]
1554,8.82E+17,02/07/17 15:51,"Male shouts at officers in fast food restaurant 'WHAT ARE YOU F...... DOING HERE'. Male refused to calm down, he's now been charged for D&amp;D!""",81,11,36,[]
1555,8.82E+17,02/07/17 15:43,Tinashe Kangira 24yrs old has been charged and bailed in relation to a police assault and being drunk and disorderly on Oxford Street.',10,3,61,[]
1556,8.82E+17,02/07/17 15:38,"36 year old male charged for drink driving, having been involved in an RTC with an ambulance on Deansgate last night #nonefortheroad'",18,8,43,"[{'text': 'nonefortheroad', 'indices': [117, 132]}]"
1557,8.82E+17,02/07/17 14:47,1240 - Abusive customer in shop. Customer kicking off as they wont refund items of clothing purchased 6 months ago!',30,9,58,[]
1558,8.81E+17,02/07/17 05:19,@jaminadrm @jaminadrm Insp S - I missed one...it was 3 arrested',1,0,30,[]
1559,8.81E+17,02/07/17 03:29,@ian_ainsworth Insp S - We play ones like this with an absolute straight bat',5,0,59,[]
1560,8.81E+17,02/07/17 02:54,"3.44am - Man arrested sus voyeurism, after complaints of filming up skirts in the Northern Quarter'",26,14,46,[]
1561,8.81E+17,02/07/17 02:51,"@jaminadrm 2 arrests made, but several made off on our arrival'",2,0,48,[]
1562,8.81E+17,02/07/17 00:17,@ouwgfuoHW @ouwgfuoHW Seize - as in to take. See definition (other online dictionaries are available) https://t.co/jCk3EbrjOR',0,0,63,[]
1563,8.81E+17,01/07/17 23:55,"@FernBerry_ @gmpmoston @michelle_heyes We are not sure where you are. Presumably you've seen advice on the council\xe2\x80\xa6 https://t.co/m9256N6oax""",0,0,53,[]
1564,8.81E+17,01/07/17 23:15,@whitt1971 @whitt1971 *though',0,0,51,[]
1565,8.81E+17,01/07/17 23:13,"@whitt1971 @whitt1971 Insp S - hard to get past the sarcasm sometimes thought? Enjoy what's left of weekend, wherev\xe2\x80\xa6 https://t.co/50DHeSNanG""",1,0,58,[]
1566,8.81E+17,01/07/17 22:40,"@whitt1971 Insp S - I'm mostly office-based tonight coordinating response to incidents across the city; Tweeting when I can, in between""",2,1,41,[]
1567,8.81E+17,01/07/17 22:39,@ouwgfuoHW Warrant was executed at address and these items seized. No-one present',1,0,36,[]
1568,8.81E+17,01/07/17 19:42,Easy tigers...No other calls yet and nothing obvious on CCTV',32,6,60,[]
1569,8.81E+17,01/07/17 19:37,8.30pm - report just in to 10 or 20 naked males on Bloom St. Update to follow...',75,51,64,[]
1570,8.81E+17,01/07/17 19:22,@YeSmokeJaff Insp S - as Lionel Ritchie says...All Night Long',1,1,54,[]
1571,8.81E+17,01/07/17 19:20,@PeterHoey6 insp S - Thanks!',1,0,49,[]
1572,8.81E+17,01/07/17 19:14,"@whitt1971 We're a bit busy for rhetorical questions, sorry""",5,1,64,[]
1573,8.81E+17,01/07/17 19:10,"Remember this Spice, machete and (beggars?) loose change we seized a few weeks ago? Arrest made this morning  https://t.co/bSSOXLp2Jp'",33,4,51,[]
1574,8.81E+17,01/07/17 18:59,"A few aggressive begging complaints today, inc one in Piccadilly using a mobility scooter, apparently circling people in an intimidating way'",83,51,53,[]
1575,8.81E+17,01/07/17 18:56,"@ljl144 It's not for us to announce the news!""",0,0,51,[]
1576,8.81E+17,01/07/17 18:51,"@Dbelldb1 @Kanderson5829 Insp S - sorry, misread this as 'motorbike'. Yeah, saw a few scattered liberally across th\xe2\x80\xa6 https://t.co/UdOJBArL5m""",1,0,57,[]
1577,8.81E+17,01/07/17 18:27,"Drive under the influence and you\xe2\x80\x99ll be processed like any other criminal. Remember, #nonefortheroad https://t.co/woZ3yfdreS'",14,3,38,"[{'text': 'nonefortheroad', 'indices': [85, 100]}]"
1578,8.81E+17,01/07/17 17:55,"@the_k_bizzle INSP S - thanks...but we think you need to get out more often!  Have a good night, whether you are in or out.'",11,0,45,[]
1579,8.81E+17,01/07/17 17:52,"@GarethP2104 Forecast for you however, is that you have a chilly week ahead?'",1,0,47,[]
1580,8.81E+17,01/07/17 17:03,Tonights forecast. Will be mostly fine but with occasional outbreak of disorder and odd scattered arrest.  Most will  enjoy pleasant evening',160,23,33,[]
1581,8.81E+17,01/07/17 16:46,"Report of male refusing to open hotel door. Wife is knocking, but husband wont open door as it seems he already has company!'",1416,1032,57,[]
1582,8.81E+17,01/07/17 16:39,"@DjToniLeemcr @gmpolice @DjToniLeemcr Insp S - agreed...and that's why we proactively engage on Twitter as it's a v\xe2\x80\xa6 https://t.co/7sC8JCp5OU""",1,0,52,[]
1583,8.81E+17,01/07/17 16:31,@chrisflynn1 Please can you report this via 101 - Thanks Sgt K',0,0,42,[]
1584,8.81E+17,01/07/17 16:30,"@trfcjonesy If you're intending on committing crime, then you may be sharing that van..... but don't worry, it's be\xe2\x80\xa6 https://t.co/UV1wKVGgP8""",9,0,53,[]
1585,8.81E+17,01/07/17 16:14,"Female going into labour! Thankfully with 2 off duty midwives and a police van, we were able to rush female to hospital to deliver baby.'",195,16,51,[]
1586,8.81E+17,01/07/17 15:50,"Afternoon all. Sgt K on with you now, Insp S on later tonight. Between us we'll keep you updated #staysafe""",29,3,42,"[{'text': 'staysafe', 'indices': [97, 106]}]"
1587,8.81E+17,01/07/17 15:33,@BlueWoofy Insp S - like it!',1,0,50,[]
1588,8.81E+17,01/07/17 15:12,@DjToniLeemcr @gmpolice @DjToniLeemcr ...hours later is not as constructive or useful. I will emphasise anti-social\xe2\x80\xa6 https://t.co/ODesD8OkE6',1,0,42,[]
1589,8.81E+17,01/07/17 15:11,"@DjToniLeemcr @gmpolice @DjToniLeemcr Insp S - if anyone (on streets or otherwise) is threatening, you need to repo\xe2\x80\xa6 https://t.co/ZE6LElL5SX'",1,0,55,[]
1590,8.81E+17,01/07/17 15:06,"@FernBerry_ @gmpmoston @michelle_heyes ...should be logging and dealing (but in reality, depends what else going on)'",2,0,36,[]
1591,8.81E+17,01/07/17 15:05,"@FernBerry_ @gmpmoston @michelle_heyes If you ring and noise is only/main issue, they may direct you to council (wh\xe2\x80\xa6 https://t.co/yoS2hYN68S'",2,0,51,[]
1592,8.81E+17,01/07/17 15:02,"@Khuntymactavish Insp S - we have an '09 Skoda and a '06 'noddy van'.....what you got?""",1,0,58,[]
1593,8.81E+17,01/07/17 15:00,"@DjToniLeemcr @gmpolice ..in Piccadilly Gardens Thurs eve, enjoying a drink responsibly we're not enforced. Oh, and\xe2\x80\xa6 https://t.co/3ouWeDrLH1""",6,0,52,[]
1594,8.81E+17,01/07/17 14:58,"@DjToniLeemcr @gmpolice ...drinking accompanied by anti-social behaviour 5. Being 'homeless' in itself not reason f\xe2\x80\xa6 https://t.co/zwaNeey9JU""",2,0,42,[]
1595,8.81E+17,01/07/17 14:57,@DjToniLeemcr @gmpolice 1. Street drinking ban but not a crime unless we ask for it and they refuse 2. We police wi\xe2\x80\xa6 https://t.co/K0ewDt8p9D',2,0,39,[]
1596,8.81E+17,01/07/17 14:35,@Kanderson5829 Can you report on 101  please',0,0,33,[]
1597,8.81E+17,01/07/17 09:32,@CCIanHopkins announces decision to double the amount of specially trained GMP taser officers https://t.co/8G2vEAmaFJ',3,1,54,[]
1598,8.81E+17,01/07/17 09:28,"Caffeine, sleep and food will not sober you up. Only time will #nonefortheroad https://t.co/4aXRjJes6a'",7,4,51,"[{'text': 'nonefortheroad', 'indices': [63, 78]}]"
1599,8.81E+17,01/07/17 09:08,"Paul Hossner 40 yrs NFA charged assault, theft from car and possession blade/pointed article after arrest in car park on Deansgate on Thurs'",14,1,50,[]
1600,8.81E+17,01/07/17 05:10,"@FernBerry_ That's covered by our colleagues @gmpmoston but if noise + anti-social behaviour, ring 101 to report?""",1,0,56,[]
1601,8.81E+17,30/06/17 23:54,"@Brikka25 @sherrick1986 @Brikka25 Insp S - sorry! Maybe it's party on at Joe's!?!?""",2,3,36,[]
1602,8.81E+17,30/06/17 23:52,@AllanMcelwee @AllanMcelwee Better!',0,0,55,[]
1603,8.81E+17,30/06/17 23:43,"@AllanMcelwee Sorry, but that's only a 3 out of 10 - that's Benny Hill as a fire fighter?""",2,0,36,[]
1604,8.81E+17,30/06/17 23:41,"00.20am - Couple of calls to apparently drunk man staggering along the 'hard shoulder of the Mancunian Way' - Officers on their way""",21,3,47,[]
1605,8.81E+17,30/06/17 23:33,"After chasing him round the Village for a bit (we can't get the Benny Hill music out of our minds) we finally got a grip of a Missing Person""",70,10,28,[]
1606,8.81E+17,30/06/17 23:16,"Update - We've been the fun sponges as usual, and unwanted guests have now left""",60,5,33,[]
1607,8.81E+17,30/06/17 23:14,"@redpilldanny Yep - that's us...""",6,0,42,[]
1608,8.81E+17,30/06/17 23:02,"@hootie203 We don't think they're in bed...not yet, anyway""",3,0,53,[]
1609,8.81E+17,30/06/17 23:02,"@_coffeefuelled @VirginTrains We're sorry to hear that - hope you're all OK...wherever you are""",0,0,52,[]
1610,8.81E+17,30/06/17 22:56,"Cops now dealing with 10 people partying in hotel room booked for 6, with another 12 people apparently wanting to get in'",80,19,59,[]
1611,8.81E+17,30/06/17 22:46,"Unfortunately, the link within the GMP Flickr page doesn't work, but you get the idea...""",5,0,54,[]
1612,8.81E+17,30/06/17 22:45,2nd arrest 11.40pm and our 1st guest for the Drunken Disorderly Inn - Man causing issues on Parker St:  https://t.co/1W3EZxZCTO',17,1,54,[]
1613,8.81E+17,30/06/17 22:43,"@jay_carroll89 Twitter not normally monitored overnight, which is why we ask you to ring 101/999. However, I have tasked a visit'",2,0,40,[]
1614,8.81E+17,30/06/17 22:38,"And we're off! 1st arrest 11.20pm - Man wanted for breach of court order found on Abingdon St in the Village""",20,6,38,[]
1615,8.81E+17,30/06/17 21:58,Bit more detail in this MEN report: https://t.co/MY00pB5WAR',9,3,43,[]
1616,8.81E+17,30/06/17 21:53,"Insp S - sorry, we always try to indicate if we are taking you to another media, page etc, but simply ran out of room to say 'MEN report:'""",4,0,32,[]
1617,8.81E+17,30/06/17 21:49,"'Its like a scene from The Shining' More on earlier Tweet; cops help free drunk + panicky man stuck in train toilet https://t.co/ipQYbeGDDY""",18,6,49,[]
1618,8.81E+17,30/06/17 19:15,@robotaylor40 You too!',0,1,47,[]
1619,8.81E+17,30/06/17 19:12,"@Sym0n You have a great weekend, whatever you are up to!'",1,0,44,[]
1620,8.81E+17,30/06/17 19:06,"@AWaddingComms @YeSmokeJaff We are serious about the serious stuff, but everything else...'",0,1,51,[]
1621,8.81E+17,30/06/17 19:04,@Sym0n @Sym0n https://t.co/mHLw63g0yj Enjoy!',1,0,35,[]
1622,8.81E+17,30/06/17 19:02,"@Sym0n ...and yes, I know, I shouldn't take the bait \xf0\x9f\x8e\xa3""",1,0,31,[]
1623,8.81E+17,30/06/17 19:00,"@Sym0n Insp S - Surely something better to do Friday night? If at a loose end, perhaps read up on S3 Criminal Law A\xe2\x80\xa6 https://t.co/QSecz7pg6n'",6,0,55,[]
1624,8.81E+17,30/06/17 18:57,Calls tonight inc report of a Corsa speeding + weaving in and out of traffic on Fairfield St. Male driver in 20s with young female passenger',6,2,40,[]
1625,8.81E+17,30/06/17 18:51,"@dc_suspicious @dc_suspicious Insp S - yeah, I read about that in the paper too...'",2,0,41,[]
1626,8.81E+17,30/06/17 18:49,"@AWaddingComms Heavens above - it's like a scene from The Shining""",2,1,45,[]
1627,8.81E+17,30/06/17 18:42,"@BoBeB69 @BoBeB69 Insp S - and sorry that you struggled to get through on 101. Have a great weekend, whatever you are up to'",0,0,42,[]
1628,8.81E+17,30/06/17 18:38,"@Hookawoolly At 7pm, man was still in custody'",0,0,62,[]
1629,8.81E+17,30/06/17 18:32,"@BoBeB69 Reported at 7pm, but thanks anyway. just outside our 'patch' but we're asking for someone to come out""",3,0,60,[]
1630,8.81E+17,30/06/17 18:28,Cop tells us door lock was faulty?',9,0,50,[]
1631,8.81E+17,30/06/17 18:27,Never off duty? City cop on way home just dealt with drunk + panicky man stuck in train toilet. Sorry about the doo\xe2\x80\xa6 https://t.co/ZZ0AuGSk15',50,12,47,[]
1632,8.81E+17,30/06/17 18:21,@MadManDrivel Thank you for your support. have a great weekend...wherever you are!',0,0,43,[]
1633,8.81E+17,30/06/17 18:21,@dc_suspicious Thank you...and we like smooth!',2,0,59,[]
1634,8.81E+17,30/06/17 18:16,18 yr old arrested sus dealing (Class A + B) Piccadilly Gardens yesterday. Ran off from cops but superb rugby tackle from nearby security',157,25,52,[]
1635,8.81E+17,30/06/17 18:05,23 yr old man given \xc2\xa390 fixed penalty D&amp;D - abused cops who had just arrested his partner on suspicion of domestic assault on Bloom St 3am',6,2,52,[]
1636,8.81E+17,30/06/17 18:00,"43 yr old man arrested 1pm Lever St sexual assault (grabbed female's rear and lifted her up) + possession 'Spice'""",24,9,35,[]
1637,8.81E+17,30/06/17 17:56,"Insp S - With you through till dawn with updates on the (usually) good, (sometimes) bad &amp; (occasionally) ugly, of policing the city at night'",59,5,58,[]
1638,8.81E+17,30/06/17 17:54,"Job sorted in 12 mins by 1 cop, before someone (who may or may not pay taxes) tells us about 'wasting taxpayers money'""",87,10,43,[]
1639,8.81E+17,30/06/17 17:52,4 students who stole empty beer keg 3am &amp; took in taxi with them were stopped nearby. No further action taken after apology + returning it',39,5,53,[]
1640,8.81E+17,30/06/17 17:38,"@SHerosLife There are currently 3 tweeters on this account, but this one belongs to Insp S'",2,0,50,[]
1641,8.80E+17,29/06/17 17:28,@KEY103NEWS @KEY103NEWS ...not appropriate for me to give interviews on what was a Rochdale incident',0,0,63,[]
1642,8.80E+17,29/06/17 17:27,@KEY103NEWS @KEY103NEWS@KEY103NEWS INSP S - sorry; left hand right hand. I did push for further release as implicat\xe2\x80\xa6 https://t.co/WFLvi9pw2e',1,0,63,[]
1643,8.80E+17,29/06/17 15:40,"@GaryWhittaker6 @bectasticmummy insp S - This 'mum look'...is it serious enough to be considered criminal too?""",0,0,63,[]
1644,8.80E+17,29/06/17 15:25,"@Sym0n @sutcliffeob Not sure who did the analysis, but details came through from partnership drugs alert system'",1,0,49,[]
1645,8.80E+17,29/06/17 15:24,@KEY103NEWS Insp S - contact press office',0,0,48,[]
1646,8.80E+17,29/06/17 15:13,"@ThePoke @BuzzFeed @A_Crouch_Ender Insp S - miss many things, including Dunn's Bakery. Thanks for your support""",1,0,50,[]
1647,8.80E+17,29/06/17 15:11,"@GaryWhittaker6 If it's a crime, does that make you an accessory to it? Enjoy your brew!""",34,1,54,[]
1648,8.80E+17,29/06/17 15:06,"Update on people hospitalised through suspected MDMA use in Rochdale - was actually crystallised 'Spice' in more po\xe2\x80\xa6 https://t.co/YhYcfK4Jh0""",21,42,49,[]
1649,8.80E+17,29/06/17 14:30,@NRManc I think they removed it....but we were flattered by their imitation!',1,0,36,[]
1650,8.80E+17,29/06/17 14:24,@Spiderinabox Insp S - too much for Twitter 140. happy to update you be email - phil.spurgeon@gmp.police.uk',1,0,41,[]
1651,8.80E+17,29/06/17 12:38,"@ThePoke @BuzzFeed @A_Crouch_Ender Insp S - We love penguins too...even fake ones. And I'm a former Crouch Ender too!!!""",4,0,39,[]
1652,8.80E+17,29/06/17 12:36,"@NRManc Insp S - more .....'s after 'else', but I think we have a clear case of Twitter motto theft ;)""",5,0,43,[]
1653,8.80E+17,29/06/17 12:33,"@AidanFlood @SocialSignInApp Thanks for that thumbs up. We are serious about the serious stuff, but everything else...'",3,0,62,[]
1654,8.80E+17,29/06/17 10:24,"'Oining':\nhttps://t.co/pTEbSdjcNU\n(other online dictionaries are available)""",22,0,49,[]
1655,8.80E+17,29/06/17 10:23,999 yesterday to drunk man oining customers in a cafe using end of table tennis bat as microphone to sing songs. Causing a racket apparently',209,53,56,[]
1656,8.80E+17,29/06/17 10:16,RT @MobikeUK: @GMPCityCentre @gmpolice getting involved with the @MobikeUK launch #Mobike4MCR #MobikeUK https://t.co/cw8lTKksqU',0,6,49,"[{'text': 'Mobike4MCR', 'indices': [82, 93]}, {'text': 'MobikeUK', 'indices': [94, 103]}]"
1657,8.80E+17,29/06/17 07:37,"999 call last night, male jumped on a barge &amp; began dancing! When challenged by the owner the offender pushed him to the ground &amp; made off.'",12,2,59,[]
1658,8.80E+17,29/06/17 06:54,"@ThePoke @BuzzFeed Occasionally irreverent, but our motto is - We are serious about the serious stuff, but everything else...'",21,2,31,[]
1659,8.80E+17,29/06/17 06:50,"If u liked @ThePoke feature bigging up our Twitter, revisit @Buzzfeed feature from last year https://t.co/xBdJJfJ9ez https://t.co/IZhb5CuFF1'",29,10,45,[]
1660,8.80E+17,29/06/17 06:44,"@MancBible Can't remember...""",2,0,49,[]
1661,8.80E+17,29/06/17 06:43,@sirliammellor @KellyAnita79 Then you might like these that @BuzzFeed picked out last year https://t.co/PPAPKAOvJ4',2,0,53,[]
1662,8.80E+17,29/06/17 05:59,"@sivarajTweets @MumbaiPolice @DixonPolice @StirlingPol No,\nSo,\nGo,\nBro.'",6,0,47,[]
1663,8.80E+17,29/06/17 05:58,"@sirliammellor There's a few of us, so it's a team effort, but thanks""",16,0,47,[]
1664,8.80E+17,29/06/17 05:54,RT @gmpolice: Appeal for information after man left with serious injuries in Cheetham Hill https://t.co/nxMAEw2JhV https://t.co/q9049d87Op',0,87,61,[]
1665,8.80E+17,28/06/17 20:24,@DaisyDotsGifts Wheels of justice turn slowly sometimes? Hope Hub is OK',0,0,56,[]
1666,8.80E+17,28/06/17 20:19,"@sammhardy Insp S - drop me a line about what's been going on - phil.spurgeon@gmp.police.uk""",0,0,46,[]
1667,8.80E+17,28/06/17 20:17,@Marsh80 @JenSmith1850 We \xf0\x9f\x92\x97You too!',0,0,49,[]
1668,8.80E+17,28/06/17 19:34,"@jacquicotter Insp S - put it this way, you'll not catch me doing a athrobe-clad strip-tease with a service weapon'""",3,0,56,[]
1669,8.80E+17,28/06/17 19:30,"Know the men in this CCTV, who detectives want to speak to about a robbery on a city centre chippy? MEN report: https://t.co/tjtUKfeZiT'",10,9,33,[]
1670,8.80E+17,28/06/17 17:48,We love Berlin Polices positive spin on 220 cops sent home after party with public sex &amp; urination. Guardian report: https://t.co/aRs82ZRUAZ',49,25,58,[]
1671,8.80E+17,28/06/17 16:16,"3pm - man arrested Market St for breach of ASBO (not to beg anywhere in the country), issued after repeated anti-social behaviour'",21,5,63,[]
1672,8.80E+17,28/06/17 16:13,"@cshaw1980 He was also ordered to carry out 250 hours of unpaid work and pay court costs of \xc2\xa385, a \xc2\xa3115 victim surc\xe2\x80\xa6 https://t.co/dAGVcPlbLH'",0,0,44,[]
1673,8.80E+17,28/06/17 16:12,"Any idea who this man is, who we want to speak to about a burglary on Rusholme mosque? GMP appeal: https://t.co/3bczQ0ETek'",3,3,50,[]
1674,8.80E+17,28/06/17 16:12,"He was also ordered to carry out 250 hours of unpaid work and pay court costs of \xc2\xa385, a \xc2\xa3115 victim surcharge and \xc2\xa350 compensation.'",5,0,34,[]
1675,8.80E+17,28/06/17 14:20,@BitchBeLucky @ThePoke Insp S - we aim for both ;)',1,0,48,[]
1676,8.80E+17,28/06/17 14:05,@nomadawn68 Yeah but no but yeah...',2,0,52,[]
1677,8.80E+17,28/06/17 13:51,"@LauraJWilson_ Insp S - thanks - we hadn't clocked that yet""",1,0,42,[]
1678,8.80E+17,28/06/17 13:49,"@ThePoke Sorry, here's the direct link to website article: https://t.co/3UZTJ5nlsY""",24,8,48,[]
1679,8.80E+17,28/06/17 13:46,"We made @ThePoke again - '19 times Manchester city centre police were the top cops on Twitter': https://t.co/HUK4erFe8s""",60,10,40,[]
1680,8.80E+17,28/06/17 13:27,"Mason Hudson, 19, pleaded guilty to 2 assaults. He was given a 20-week prison sentence, suspended for 12 months. https://t.co/uLDPsMJeLK'",13,19,49,[]
1681,8.80E+17,28/06/17 10:53,"999s yesterday inc a pocket-call, a receptionist who apparently dialled with knee by mistake &amp; a man who said he was Donald Duck (but wasnt)'",91,31,47,[]
1682,8.80E+17,28/06/17 09:45,17 yr old man charged overnight with possess Cannabis with intent to supply after arrest by #OpMandera cops in Piccadilly yesterday',13,4,54,"[{'text': 'OpMandera', 'indices': [92, 102]}]"
1683,8.80E+17,28/06/17 08:38,"4 shopliftings reported yesterday; thieves detained for all jobs. Items taken included vodka, perfume a tracksuit and profiteroles'",82,17,57,[]
1684,8.80E+17,28/06/17 07:20,"Nicholas Dodd 29 yrs of Oldham, caught last year dealing in city, caught again and given 3 years jail. MEN report: https://t.co/XL6zNePpHD'",19,8,66,[]
1685,8.80E+17,28/06/17 06:43,Bradley Ridgley 20 yrs of NFA charged overnight possession intent supply cannabis + breach Criminal Behaviour Order (Piccadilly Gardens ban)',15,5,58,[]
1686,8.80E+17,28/06/17 06:37,"7.30am - 999 just in to mattress fallen off back on lorry on Mancunian Way/Regent Rd. We're springing into action...""",331,56,45,[]
1687,8.80E+17,28/06/17 06:05,Plain clothes #OpMandera cops in and around Piccadilly Gardens yesterday arrested a man and a youth sus cannabis dealing. Both now charged',21,3,48,"[{'text': 'OpMandera', 'indices': [14, 24]}]"
1688,8.80E+17,27/06/17 14:31,More detail in this MEN report: https://t.co/cJpT3Z3fkH',14,14,67,[]
1689,8.80E+17,27/06/17 14:30,"More on earlier Tweet. Victims pass out after having 'free spliff' off stanger &amp; wake to find possessions gone. MEN: https://t.co/4vhQu61vw4""",7,11,38,[]
1690,8.80E+17,27/06/17 14:27,"@bigdannyspencer @GordoManchester Insp S - he wasn't hard up, just thieving""",0,0,48,[]
1691,8.80E+17,27/06/17 13:25,"One from the GMP archives...\nGo on then, give us your best wit...but keep it clean https://t.co/4DSbUnIxbU'",11,1,73,[]
1692,8.80E+17,27/06/17 13:10,"Suitcase located chained to bus shelter. Male returned having been in shops, was strongly advised, baring in mind current threat level.'",33,10,46,[]
1693,8.80E+17,27/06/17 11:19,"Swift justice. Man arrested Friday on Oldham St spent weekend with us and got 3 months HMP at court on Monday; assault, damage + Spice'",22,4,38,[]
1694,8.80E+17,27/06/17 11:07,"@Not2p @Not2p Until they are a victim of crime or anti-social behaviour? We're here for you when you need us...""",0,0,52,[]
1695,8.80E+17,27/06/17 10:51,"@People4Thought This Is why I've tweeted this, to make people aware of a possible scam Sgt K""",45,2,37,[]
1696,8.80E+17,27/06/17 10:34,"@Not2p Insp S - not sure the victim of original crime in Leeds, or the staff unable to get on with their work here, will see it that way?'",1,0,35,[]
